"Broker","Seniority","Policies_in_force","Lapse","Payment","Premium","Cost_claims_year","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","Power","Cylinder_capacity","Value_vehicle","N_doors","Diesel","Length","Weight","Premium_class","age","Licence_time"
"0","1+","3","0",1,15315,141.76,1,6,"vans",1,0,71,1905,13162.17,"4",1,4.108,1185,"300-450","adult","experienced driver"
"0","1+","2","0",1,13765,608.86,1,5,"passenger cars",1,0,150,1910,33040,"3",1,4.489,1320,"300-450","adult","experienced driver"
"1","1+","3","0",1,16119,212.06,1,9,"passenger cars",0,1,105,1796,24900,"3",1,4.262,1300,"300-450","senior","experienced driver"
"1","1+","2","0",0,10999,882,1,8,"passenger cars",1,0,100,1896,16302.67,"5",1,3.953,1169,"150-300","adult","experienced driver"
"0","1","1","0",0,10260,882,1,1,"vans",1,1,115,1753,15410,"4",1,4.308,1399,"150-300","adult","experienced driver"
"1","1+","1","0",0,16250,1764,2,10,"passenger cars",0,0,115,1582,21176,"5",1,4.235,1292,"300-450","young adult","experienced driver"
"0","1+","2","0",1,15382,90.56,1,2,"passenger cars",0,1,70,1398,16270,"5",1,3.85,1022,"300-450","adult","experienced driver"
"0","1","2","0",1,5203,128.89,1,1,"passenger cars",1,0,100,1686,21200,"5",1,4.285,1307,"150-300","adult","experienced driver"
"0","1+","2","0",0,3132,67.11,1,3,"motorbikes",1,0,4,125,1695,"0",0,3.59,141,"150-300","adult","experienced driver"
"1","1+","1","0",0,12633,397.18,1,2,"vans",0,1,92,1560,22365.24,"5",1,4.38,1360,"300-450","adult","experienced driver"
"1","1+","1","0",0,14027,2336.6,3,3,"passenger cars",1,0,102,1598,21698.16,"4",1,4.406,1463,"300-450","adult","experienced driver"
"1","1+","2","0",0,11359,237.09,3,9,"vans",1,0,116,2298,31170,"4",1,5.548,1875,"300-450","adult","experienced driver"
"0","1+","2","0",0,15969,111.51,1,8,"passenger cars",0,1,60,1798,24450,"5",0,4.33,1310,"300-450","adult","experienced driver"
"0","1+","3","0",0,6614,82.77,1,8,"vans",1,0,75,1248,14325.4,"4",1,4.253,1195,"150-300","adult","experienced driver"
"0","1+","2","0",0,10771,289.55,2,4,"passenger cars",0,0,75,1149,10500,"3",0,3.433,845,"150-300","young adult","young driver"
"1","1+","1","1",1,12320,87.1,1,7,"passenger cars",1,0,71,1896,21545,"3",1,4.204,1251,"300-450","adult","experienced driver"
"0","1+","1","0",0,22437,51.95,1,3,"passenger cars",1,0,105,1896,26000,"3",1,4.214,1295,"600+","adult","experienced driver"
"1","1","1","0",1,19566,3235.78,1,1,"passenger cars",1,0,85,1196,11650,"5",0,3.929,1055,"450-600","adult","experienced driver"
"1","1+","1","0",1,12839,50.5,1,1,"vans",0,0,90,1753,17110,"5",1,4.555,1596,"300-450","adult","experienced driver"
"1","1+","2","0",0,18865,528.11,1,4,"passenger cars",0,0,110,1461,16750,"5",1,4.315,1205,"300-450","adult","experienced driver"
"0","1","1","1",1,20496,159.64,2,2,"vans",1,0,120,2402,20584.66,"2",1,6.29,1735,"450-600","adult","experienced driver"
"1","1+","4","0",0,10064,1476.27,7,9,"vans",0,1,64,1598,20140.45,"3",1,4.406,1359,"150-300","young adult","experienced driver"
"1","1+","4","0",1,17510,764.03,7,9,"vans",0,1,64,1560,21639.98,"3",1,4.38,1367,"300-450","young adult","experienced driver"
"0","1+","2","1",0,16540,150.25,1,6,"passenger cars",0,0,115,1598,18445,"5",0,4.209,1175,"300-450","adult","young driver"
"0","1+","1","0",0,10012,72.45,1,12,"passenger cars",0,0,65,1589,14999,"5",1,3.99,1030,"150-300","adult","experienced driver"
"0","1+","1","0",1,13863,882,1,3,"vans",1,0,65,1461,15410,"5",1,4.035,1085,"300-450","adult","experienced driver"
"0","1+","3","0",1,21547,221.27,4,10,"vans",1,0,90,2198,24430,"6",1,4.863,1680,"450-600","adult","experienced driver"
"1","1","2","0",1,22432,145.65,1,1,"passenger cars",0,1,112,1896,23085,"2",1,4.204,1301,"600+","adult","experienced driver"
"1","1","1","0",0,21046,1097.62,1,1,"passenger cars",0,0,90,1398,16479.99,"3",0,4.021,1141,"450-600","young adult","young driver"
"1","1","1","0",1,22021,181.35,2,2,"passenger cars",0,0,95,1248,17890,"5",1,4.021,1237,"600+","adult","experienced driver"
"1","1+","1","0",1,12972,72.58,1,1,"passenger cars",0,0,90,1461,17320,"5",1,4.228,1195,"300-450","adult","experienced driver"
"1","1+","1","0",0,22206,4298.04,2,2,"passenger cars",0,1,90,1598,18085,"5",1,3.97,1082,"600+","adult","experienced driver"
"1","1+","1","0",1,13632,1817.66,1,1,"passenger cars",0,1,115,1753,17331,"3",1,4.337,1356,"300-450","young adult","young driver"
"1","1","1","0",1,21428,882,1,1,"passenger cars",0,0,85,1461,15520,"5",1,3.986,1100,"450-600","young adult","young driver"
"0","1","1","0",1,22934,56.63,1,1,"passenger cars",0,0,120,1560,27370.55,"5",1,4.428,1395,"600+","adult","experienced driver"
"0","1+","1","0",0,8946,166.18,1,5,"passenger cars",1,0,136,1997,26800,"4",1,4.676,1580,"150-300","adult","experienced driver"
"1","1+","9","0",1,12098,253.05,2,2,"vans",0,0,109,1997,17280,"5",1,4.108,1265,"300-450","adult","experienced driver"
"1","1+","1","0",1,16505,74.17,1,7,"passenger cars",0,1,80,1910,16000,"5",1,4.253,1380,"300-450","senior","experienced driver"
"0","1+","1","0",0,19366,560.55,1,3,"passenger cars",0,0,150,1968,28874.68,"5",1,4.255,1354,"450-600","young adult","experienced driver"
"0","1","1","0",0,8362,120.03,2,2,"passenger cars",0,0,70,1422,13875,"5",1,3.916,1089,"150-300","young adult","young driver"
"0","1+","2","1",1,17755,150.25,1,1,"motorbikes",0,0,48,806,7999,"0",0,3.43,228,"300-450","young adult",NA
"1","1","2","1",1,17605,4342.22,3,3,"passenger cars",0,0,71,1997,21665,"3",1,4.342,1392,"300-450","adult","experienced driver"
"0","1+","2","0",0,11050,106.68,2,5,"passenger cars",1,0,110,1560,21610,"5",1,4.276,1322,"150-300","young adult","experienced driver"
"1","1+","2","1",1,22709,4829.69,2,2,"passenger cars",1,0,115,2993,55100,"3",1,4.58,1570,"600+","adult","young driver"
"0","1+","2","0",1,6624,882,1,1,"passenger cars",0,0,105,898,10730,"5",1,4.081,1023,"150-300","adult","experienced driver"
"0","1","1","0",1,15153,348.77,2,2,"vans",1,0,70,1248,13390,"5",1,4.159,1295,"300-450","young adult","young driver"
"0","1","2","0",1,14082,3385.78,1,1,"passenger cars",1,0,68,1399,13550,"5",1,3.916,1077,"300-450","young adult","young driver"
"1","1+","3","1",0,1163,167.67,2,6,"motorbikes",1,0,12,49,2399,"0",0,3.817,90,"0-150","adult","experienced driver"
"0","1+","2","0",0,13978,56.85,1,5,"passenger cars",1,0,120,1870,20645,"3",1,4.209,1250,"300-450","adult","experienced driver"
"0","1+","2","0",0,2500,372.65,2,3,"vans",0,0,100,1870,22193,"5",1,4.782,1780,"150-300","young adult","experienced driver"
"1","1","1","0",1,15682,530.06,1,1,"passenger cars",1,0,120,1910,21950,"5",1,4.336,1320,"300-450","young adult","experienced driver"
"0","1+","2","0",1,21472,406.05,3,9,"passenger cars",0,0,65,2993,52152.79,"5",1,4.624,1540,"450-600","young adult","experienced driver"
"0","1+","1","0",0,11833,78.36,2,3,"passenger cars",0,0,90,1498,12590,"3",0,4.184,1190,"300-450","young adult","experienced driver"
"0","1+","2","0",1,7846,105.02,2,5,"passenger cars",1,0,115,1461,17195,"5",1,4.209,1195,"150-300","young adult","experienced driver"
"1","1","1","0",0,15933,67.11,1,1,"passenger cars",0,0,68,1399,14590,"5",1,3.95,1141,"300-450","young adult","young driver"
"1","1","1","0",1,20169,8430.06,1,1,"passenger cars",0,0,143,1995,25950,"3",1,4.239,1310,"450-600","young adult","experienced driver"
"0","1","1","0",1,4547,49.95,1,1,"passenger cars",0,0,105,1461,19670,"5",1,4.209,1205,"150-300","adult","experienced driver"
"0","1+","1","0",0,4455,92.24,1,5,"motorbikes",0,0,15,124,3195,"0",0,3.48,162,"150-300","young adult","young driver"
"1","1","1","1",0,1928,436.37,1,1,"motorbikes",0,0,9,125,1849,"0",0,4.569,122,"0-150","young adult","young driver"
"1","1+","1","0",1,15606,2212.69,2,6,"passenger cars",0,0,105,1598,22250,"5",1,4.315,1365,"300-450","young adult","experienced driver"
"1","1","1","0",1,14430,89.66,1,1,"passenger cars",0,0,90,1560,17090,"3",1,4.03,1189,"300-450","young adult","experienced driver"
"1","1+","1","0",0,15748,51.95,1,2,"passenger cars",1,0,60,1389,8810.84,"5",0,4.066,780,"300-450","young adult","young driver"
"1","1","1","0",0,13598,54.89,1,1,"passenger cars",1,0,70,1198,13940,"5",0,3.97,992,"300-450","young adult","young driver"
"0","1+","6","0",0,12820,6422.59,4,9,"passenger cars",0,0,90,1997,19790,"5",1,4.202,1243,"300-450","young adult","experienced driver"
"0","1+","6","1",0,22706,1497.65,4,9,"passenger cars",0,0,90,2143,51149.99,"5",1,4.656,1845,"600+","young adult","experienced driver"
"0","1+","6","1+",0,3487,128.07,3,9,"passenger cars",0,0,90,1560,22850,"5",1,4.276,1290,"150-300","young adult","experienced driver"
"0","1","1","1",0,16856,59.24,1,1,"passenger cars",0,0,50,999,7885.28,"3",0,3.551,939,"300-450","young adult","young driver"
"1","1+","2","0",1,18425,74.03,1,1,"vans",0,0,120,1896,22060.88,"3",1,4.89,1790,"300-450","senior","experienced driver"
"1","1","1","0",0,2393,56.85,1,1,"motorbikes",1,0,15,125,3079,"0",0,3.52,150,"150-300","young adult","young driver"
"0","1+","1","0",0,5276,181.98,1,3,"vans",0,0,55,1870,12400,"4",1,3.995,1060,"150-300","young adult","experienced driver"
"0","1+","1","0",0,18540,231.9,1,4,"passenger cars",0,1,90,1598,15415.96,"2",0,3.931,1010,"300-450","senior","senior driver"
"0","1+","2","0",0,6062,882,1,3,"passenger cars",0,0,68,1399,14590,"5",1,3.95,1141,"150-300","young adult","young driver"
"0","1+","2","0",0,7441,1928.93,2,2,"passenger cars",0,0,100,1997,29100,"4",0,4.676,1580,"150-300","young adult","young driver"
"1","1+","7","1+",0,8757,91.95,1,4,"passenger cars",0,0,70,1323,11268.98,"5",1,4.07,950,"150-300","senior","experienced driver"
"1","1+","2","0",0,15662,92.52,1,1,"passenger cars",1,0,109,1597,14869.04,"5",1,4.4,1165,"300-450","senior","experienced driver"
"1","1+","1","0",1,16616,138.48,2,4,"passenger cars",0,0,110,1598,19520,"5",0,4.17,1250,"300-450","adult","experienced driver"
"1","1+","3","0",1,14908,1647.83,3,3,"passenger cars",0,1,193,1390,11625,"2",0,3.953,1034,"300-450","young adult","young driver"
"1","1+","3","1",1,11272,221.45,6,9,"vans",0,0,71,1905,13498.73,"4",1,4.11,1155,"150-300","young adult","young driver"
"1","1","2","0",1,12229,4145.64,2,2,"passenger cars",0,0,90,1997,19690,"5",1,4.419,1390,"300-450","young adult","young driver"
"0","1+","2","1",1,19398,59.24,1,3,"passenger cars",1,0,110,1686,20455,"5",1,4.419,1428,"450-600","young adult","young driver"
"0","1","2","0",1,8041,163.35,1,1,"passenger cars",0,0,120,1968,28110,"5",1,4.666,1565,"150-300","young adult","young driver"
"0","1","1","0",0,17493,49.95,1,1,"passenger cars",0,0,69,1242,15490,"5",0,4.065,1030,"300-450","young adult",NA
"1","1+","1","0",0,2569,59.71,1,1,"motorbikes",0,0,15,125,3499,"0",0,3.48,189,"150-300","young adult","young driver"
"1","1+","1","0",1,22746,970.14,2,4,"passenger cars",0,0,102,1595,19780,"3",0,4.199,1115,"600+","young adult","young driver"
"1","1+","1","0",1,19969,155.03,1,1,"passenger cars",0,0,100,1596,17035,"4",0,4.488,1286,"450-600","young adult","young driver"
"1","1+","1","0",0,12520,87.84,1,7,"passenger cars",0,0,92,1560,20290,"3",1,4.274,1182,"300-450","adult","experienced driver"
"1","1","1","0",1,22912,1112.04,1,1,"passenger cars",0,0,110,1461,27400,"5",1,4.394,1379,"600+","young adult","young driver"
"1","1","1","0",1,16357,103.9,2,2,"passenger cars",0,0,115,1910,18710,"5",1,4.253,1320,"300-450","young adult","young driver"
"0","1","2","0",1,5753,86.87,1,1,"vans",0,0,71,1868,17630,"5",1,4.137,1267,"150-300","adult","experienced driver"
"1","1+","1","0",1,18765,60.62,1,5,"passenger cars",0,0,100,1686,20670,"5",1,4.249,1305,"300-450","young adult","young driver"
"0","1","1","0",0,17527,73.97,1,1,"passenger cars",0,0,75,1461,10330,"5",1,4.069,1085,"300-450","senior","experienced driver"
"0","1","1","0",0,20853,5077.56,2,2,"passenger cars",0,0,100,1560,20240,"5",1,4.159,1235,"450-600","young adult","young driver"
"1","1+","2","0",0,18361,64.21,1,5,"vans",1,0,86,2463,27495,"5",1,4.899,1825,"300-450","adult","experienced driver"
"0","1","1","0",1,20968,172.51,1,1,"passenger cars",0,0,69,1242,10150,"3",0,3.62,865,"450-600","young adult",NA
"0","1+","2","0",0,18528,193.06,1,30,"vans",1,0,106,2286,28721.2,"2",1,5.014,1660,"300-450","adult","experienced driver"
"1","1+","1","0",1,21403,78.41,1,3,"passenger cars",0,0,120,1870,24735,"2",1,4.355,1425,"450-600","adult","experienced driver"
"0","1+","4","0",1,15014,1542.13,2,9,"passenger cars",1,0,90,1870,22110,"5",1,4.259,1430,"300-450","adult","experienced driver"
"1","1","1","0",0,7404,182.08,1,1,"vans",1,0,105,1910,14746.6,"5",1,4.159,1320,"150-300","senior","experienced driver"
"1","1+","2","1",0,15859,51.95,2,4,"vans",1,0,75,1870,14550,"4",1,3.995,1110,"300-450","senior","experienced driver"
"0","1","2","0",1,18231,150.25,1,1,"passenger cars",0,1,130,1995,20861.13,"5",1,4.495,1445,"300-450","senior","experienced driver"
"0","1+","4","0",1,12892,11493.61,7,11,"passenger cars",0,0,70,1896,23108.92,"3",1,4.152,1260,"300-450","adult","experienced driver"
"0","1+","4","0",1,9924,1172.91,8,11,"passenger cars",0,0,70,1997,18901.83,"3",1,4.524,1290,"150-300","adult","experienced driver"
"0","1","1","0",1,21220,4193.33,2,2,"passenger cars",0,0,170,1995,36500,"2",0,4.58,1360,"450-600","adult","experienced driver"
"0","1+","6","0",1,16035,156.13,1,11,"vans",0,0,125,1995,26500,"2",1,4.782,1893,"300-450","adult","experienced driver"
"0","1+","1","0",1,10658,731.99,2,6,"passenger cars",0,0,115,1753,19670,"5",1,4.174,1218,"150-300","adult","experienced driver"
"0","1+","1","0",0,5454,135.03,2,2,"passenger cars",0,0,70,1422,13018,"5",1,3.953,1106,"150-300","adult","experienced driver"
"0","1+","3","0",0,1978,387.69,3,5,"motorbikes",1,0,98,600,7699,"0",0,3.828,187,"0-150","adult","experienced driver"
"0","1","3","0",0,7421,4992.28,1,1,"passenger cars",0,1,120,1596,17240,"5",0,4.182,1195,"150-300","adult","experienced driver"
"1","1+","2","0",1,5493,948.83,3,4,"vans",0,0,79,2299,16741.91,"4",1,4.66,1600,"150-300","senior","experienced driver"
"1","1","1","0",0,20380,127.73,2,2,"passenger cars",0,0,90,1248,20060,"3",1,4.29,1245,"450-600","young adult","young driver"
"0","1+","2","1",0,9957,788.21,3,7,"passenger cars",1,0,75,1390,13411,"3",0,3.953,1057,"150-300","adult","experienced driver"
"1","1","1","0",1,18452,826,1,1,"passenger cars",0,0,75,1461,10330,"5",1,4.057,1033,"300-450","adult","young driver"
"1","1","1","0",0,14810,51.95,1,1,"passenger cars",0,0,105,1594,14625,"5",0,4.184,1197,"300-450","adult","experienced driver"
"0","1+","3","0",0,14356,268.25,2,30,"passenger cars",0,0,75,1997,17205,"4",1,4.188,1200,"300-450","adult","experienced driver"
"0","1","1","0",1,11473,157.28,1,1,"vans",0,0,100,2178,22660,"5",1,5.599,1865,"300-450","adult","experienced driver"
"1","1","1","0",1,22913,51.95,1,1,"passenger cars",0,0,140,1968,22519,"5",1,4.315,1315,"600+","young adult","young driver"
"0","1+","4","1",1,19163,147.9,6,10,"passenger cars",0,0,110,1870,10637.91,"4",1,3.71,995,"450-600","adult","experienced driver"
"0","1","1","0",0,12957,326.24,2,2,"passenger cars",0,0,100,1896,19680,"5",1,4.149,1210,"300-450","adult","experienced driver"
"0","1+","6","0",1,15417,3899.63,2,14,"passenger cars",0,0,100,1753,20205,"3",1,4.342,1415,"300-450","senior","experienced driver"
"0","1+","6","0",1,14700,882,2,14,"passenger cars",0,1,100,1686,22110,"3",1,4.249,1305,"300-450","senior","experienced driver"
"0","1+","6","0",1,22566,150.25,1,14,"passenger cars",0,1,100,1686,19620,"3",1,4.042,1451,"600+","senior","experienced driver"
"0","1","1","0",1,22607,139.4,2,2,"passenger cars",0,0,150,1991,30170.81,"4",0,4.47,1440,"600+","young adult","young driver"
"1","1+","2","0",1,8675,51.95,1,1,"passenger cars",0,0,92,1560,19450,"5",1,4.329,1205,"150-300","adult","young driver"
"1","1+","3","0",1,14555,85.12,1,2,"passenger cars",0,0,68,1461,19695,"5",1,4.498,1240,"300-450","senior","experienced driver"
"0","1","1","0",1,20768,820,1,1,"passenger cars",0,0,75,1120,17715.01,"5",1,4.05,1200,"450-600","young adult","young driver"
"1","1+","1","0",1,14374,1913.05,1,1,"passenger cars",1,0,65,1870,14965.2,"5",1,4.129,1110,"300-450","adult","young driver"
"1","1","1","0",0,13577,1838.26,1,4,"passenger cars",1,0,105,1896,24235,"5",1,4.204,1301,"300-450","adult","experienced driver"
"1","1+","1","0",1,16877,437.7,1,3,"passenger cars",1,0,100,1598,18028.53,"4",0,4.252,1130,"300-450","adult","experienced driver"
"1","1","2","0",0,5039,515.19,4,4,"passenger cars",0,0,105,1594,14625,"5",0,4.184,1197,"150-300","young adult","young driver"
"1","1","2","0",0,9792,1180.43,4,4,"vans",0,0,105,2461,20743.85,"5",0,4.707,1610,"150-300","young adult","young driver"
"1","1","1","0",1,11874,3158.87,1,1,"passenger cars",0,0,110,1461,23600,"5",1,4.302,1290,"300-450","adult","young driver"
"1","1","1","0",0,20258,137.57,2,2,"passenger cars",0,0,110,1896,27003.47,"5",1,4.478,1390,"450-600","adult","experienced driver"
"1","1+","5","0",0,6817,1764,2,2,"passenger cars",0,1,90,1753,17180,"3",0,4.174,1211,"150-300","adult","young driver"
"1","1","2","0",1,6874,54.89,1,1,"passenger cars",0,0,130,1870,22417.75,"3",0,4.483,1395,"150-300","adult","experienced driver"
"1","1+","2","0",0,4745,121.1,1,7,"passenger cars",0,0,105,1461,20700,"5",1,4.209,1205,"150-300","adult","experienced driver"
"0","1+","1","0",0,19175,51.95,1,5,"passenger cars",0,0,224,2987,61250,"5",1,4.781,2110,"450-600","adult","young driver"
"1","1+","2","0",1,16369,948.21,1,3,"passenger cars",0,1,68,1461,14700,"3",1,4.027,1155,"300-450","senior","senior driver"
"1","1+","4","0",0,13789,176.49,3,3,"vans",1,0,82,2148,19859.2,"4",1,4.66,1625,"300-450","adult","experienced driver"
"1","1+","1","0",0,11480,90.26,1,1,"passenger cars",1,0,100,1896,14873.3,"5",1,3.953,1165,"300-450","adult","experienced driver"
"1","1+","1","0",1,14442,310.26,1,3,"passenger cars",1,0,83,1399,10400,"5",0,3.88,995,"300-450","adult","experienced driver"
"0","1+","2","0",1,8106,198.86,3,8,"passenger cars",0,0,90,1360,15145,"5",0,3.85,1089,"150-300","senior","experienced driver"
"0","1","1","0",0,9143,66,1,1,"passenger cars",0,0,120,1870,24810,"5",1,4.493,1530,"150-300","adult","experienced driver"
"0","1","1","0",0,7920,66.06,1,1,"passenger cars",0,0,110,1896,24130.64,"4",1,4.795,1490,"150-300","adult","experienced driver"
"0","1+","2","0",1,8723,303.08,1,3,"passenger cars",0,0,102,1595,16900,"5",0,4.315,1205,"150-300","adult","experienced driver"
"0","1","1","0",1,18836,412.27,2,2,"passenger cars",0,0,60,1149,11100,"3",0,3.812,880,"300-450","young adult","young driver"
"0","1+","2","1",1,22413,216.1,1,2,"passenger cars",0,0,70,1498,29250,"5",1,4.648,1279,"600+","young adult","young driver"
"0","1","2","0",1,22839,114.38,2,2,"passenger cars",0,0,90,1598,15750,"3",1,4.034,1095,"600+","young adult","young driver"
"1","1+","1","0",0,5205,375.88,3,6,"vans",0,0,71,1868,15780,"5",1,4.137,1267,"150-300","adult","experienced driver"
"0","1+","3","0",1,6366,882,1,8,"passenger cars",0,0,70,1299,10289.33,"3",1,3.828,958,"150-300","senior","experienced driver"
"1","1+","2","0",0,13046,882,1,2,"passenger cars",0,1,90,1870,23145,"5",1,4.209,1270,"300-450","adult","experienced driver"
"0","1+","1","0",0,16829,229.17,1,2,"passenger cars",0,0,169,1998,19340,"3",0,3.71,1035,"300-450","young adult","young driver"
"0","1","4","0",0,8378,79.28,1,3,"passenger cars",0,0,100,2172,26896,"3",1,4.317,1475,"150-300","adult","young driver"
"1","1","1","0",0,6315,882,1,1,"passenger cars",1,0,90,1560,18090,"5",1,4.342,1357,"150-300","adult","young driver"
"1","1","2","0",1,16397,970,1,1,"passenger cars",1,0,82,1998,24810,"5",1,4.731,1418,"300-450","adult","young driver"
"1","1","1","0",0,6216,625.47,1,1,"passenger cars",0,1,85,1461,18020,"5",1,4.295,1215,"150-300","senior","experienced driver"
"0","1+","2","0",0,2956,722.11,1,2,"passenger cars",0,0,130,998,12500,"5",1,3.44,850,"150-300","70+","senior driver"
"0","1+","1","0",1,10139,165.97,1,2,"passenger cars",0,0,155,2198,30790,"5",1,4.731,1420,"150-300","70+","senior driver"
"0","1+","1","0",1,7347,2051.87,3,5,"passenger cars",0,0,90,1753,16440,"4",1,4.382,1280,"150-300","senior","senior driver"
"1","1","1","0",0,10288,53.14,1,1,"passenger cars",1,0,150,1995,31200,"4",1,4.471,1415,"150-300","senior","senior driver"
