"Premium","Cost_claims_year","Power","Cylinder_capacity","Value_vehicle","Length","Weight","Broker","newClient","Policies_in_force","Lapse","Payment","N_claims_year","N_claims_history","Type_risk","Urban","Second_driver","N_doors","Diesel"
332.57,311.96,68,1199,25350,4.602,1372,"0","0","3","0","0","2","5+","passenger cars","0","0","5","1"
295.35,255.27,100,1896,14815,4.28,1188,"1","1","1","0","0","1","1","passenger cars","1","0","4","1"
329.95,974.94,75,1598,25489.68,4.255,1299,"0","0","1","0","1","1","5+","passenger cars","0","0","5","1"
270.16,67.91,105,1896,19889,4.315,1290,"0","0","2","0","1","1","2 - 4","passenger cars","0","0","5","1"
150.94,4129.35,150,1197,17428.17,4.236,1070,"0","0","2","0","1","1","5+","passenger cars","1","0","5","1"
279.33,3382,83,1328,10801.37,3.615,910,"1","0","2","0","1","1","2 - 4","passenger cars","1","0","3","0"
267.72,320.52,136,1997,23700,4.481,1316,"1","1","2","0","0","2","2 - 4","passenger cars","1","0","4","1"
512.6,686.27,140,1968,31610,4.586,1430,"1","1","2","0","1","2","2 - 4","passenger cars","0","1","4","1"
395.84,618.7,105,1896,23300,4.206,1395,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
467.21,882,75,1390,12046,3.953,1057,"1","1","1","0","1","1","1","passenger cars","0","0","5","0"
303.98,85.01,109,2184,20650,4.197,1304,"1","0","2","0","1","1","2 - 4","passenger cars","0","0","5","1"
270.6,51.95,105,1896,20250,4.315,1250,"1","1","1","0","0","1","1","passenger cars","1","0","5","1"
416.57,219.44,115,1910,19410,4.182,1265,"0","1","1","0","1","1","1","passenger cars","0","0","3","1"
149.8,439.74,90,1896,16587.93,4.02,1195,"0","0","2","0","1","2","2 - 4","passenger cars","0","0","5","1"
255.39,61.52,68,1399,14385,3.916,1061,"0","0","2","0","0","1","5+","passenger cars","0","0","3","1"
301.97,150.25,90,1587,14807.77,4.167,1078,"0","0","2","1","1","1","2 - 4","passenger cars","0","0","5","0"
392.68,116.74,90,1560,20050.01,4.372,1344,"0","1","2","0","1","1","1","passenger cars","1","1","5","1"
317.29,970,130,1896,29010,4.547,1395,"0","1","1","0","0","2","2 - 4","passenger cars","1","0","4","1"
357.77,141.76,71,1905,13162.17,4.108,1185,"0","0","3","0","1","1","5+","vans","1","0","4","1"
333.23,608.86,150,1910,33040,4.489,1320,"0","0","2","0","1","1","5+","passenger cars","1","0","3","1"
372.02,212.06,105,1796,24900,4.262,1300,"1","0","3","0","1","1","5+","passenger cars","0","1","3","1"
295.54,882,100,1896,16302.67,3.953,1169,"1","0","2","0","0","1","5+","passenger cars","1","0","5","1"
286.19,882,115,1753,15410,4.308,1399,"0","1","1","0","0","1","1","vans","1","1","4","1"
374.38,1764,115,1582,21176,4.235,1292,"1","0","1","0","0","2","5+","passenger cars","0","0","5","1"
358.8,90.56,70,1398,16270,3.85,1022,"0","0","2","0","1","1","2 - 4","passenger cars","0","1","5","1"
224.02,128.89,100,1686,21200,4.285,1307,"0","1","2","0","1","1","1","passenger cars","1","0","5","1"
185.46,67.11,4,125,1695,2.5,141,"0","0","2","0","0","1","2 - 4","motorbikes","1","0","0","0"
317.19,397.18,92,1560,22365.24,4.38,1360,"1","0","1","0","0","1","2 - 4","vans","0","1","5","1"
336.89,2336.6,102,1598,21698.16,4.406,1463,"1","0","1","0","0","3","2 - 4","passenger cars","1","0","4","1"
300.25,237.09,116,2298,31170,5.548,1875,"1","0","2","0","0","3","5+","vans","1","0","4","1"
369.29,111.51,60,1798,24450,4.33,1310,"0","0","2","0","0","1","5+","passenger cars","0","1","5","0"
242.09,82.77,75,1248,14325.4,4.253,1195,"0","0","3","0","0","1","5+","vans","1","0","4","1"
292.68,289.55,75,1149,10500,3.433,845,"0","0","2","0","0","2","2 - 4","passenger cars","0","0","3","0"
312.88,87.1,71,1896,21545,4.204,1251,"1","0","1","1","1","1","5+","passenger cars","1","0","3","1"
720.18,51.95,105,1896,26000,4.214,1295,"0","0","1","0","0","1","2 - 4","passenger cars","1","0","3","1"
465.91,3235.78,85,1196,11650,3.929,1055,"1","1","1","0","1","1","1","passenger cars","1","0","5","0"
320.26,50.5,90,1753,17110,4.555,1596,"1","0","1","0","1","1","1","vans","0","0","5","1"
442.03,528.11,110,1461,16750,4.315,1205,"1","0","2","0","0","1","2 - 4","passenger cars","0","0","5","1"
511.48,159.64,120,2402,20584.66,6.29,1735,"0","1","1","1","1","2","2 - 4","vans","1","0","2","1"
283.79,1476.27,64,1598,20140.45,4.406,1359,"1","0","4","0","0","4+","5+","vans","0","1","3","1"
404.43,764.03,64,1560,21639.98,4.38,1367,"1","0","4","0","1","4+","5+","vans","0","1","3","1"
380.98,150.25,115,1598,18445,4.209,1175,"0","0","2","1","0","1","5+","passenger cars","0","0","5","0"
283.18,72.45,65,1589,14999,3.99,1030,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
334.58,882,65,1461,15410,4.035,1085,"0","0","1","0","1","1","2 - 4","vans","1","0","5","1"
586.83,221.27,90,2198,24430,4.863,1680,"0","0","3","0","1","4+","5+","vans","1","0","6","1"
719.17,145.65,112,1896,23085,4.204,1301,"1","1","2","0","1","1","1","passenger cars","0","1","2","1"
546.52,1097.62,90,1398,16479.99,4.021,1141,"1","1","1","0","0","1","1","passenger cars","0","0","3","0"
641.77,181.35,95,1248,17890,4.021,1237,"1","1","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
322.08,72.58,90,1461,17320,4.228,1195,"1","0","1","0","1","1","1","passenger cars","0","0","5","1"
667.93,4298.04,90,1598,18085,3.97,1082,"1","0","1","0","0","2","2 - 4","passenger cars","0","1","5","1"
331.27,1817.66,115,1753,17331,4.337,1356,"1","0","1","0","1","1","1","passenger cars","0","1","3","1"
574.32,882,85,1461,15520,3.986,1100,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
1005.43,56.63,120,1560,27370.55,4.428,1395,"0","1","1","0","1","1","1","passenger cars","0","0","5","1"
270.14,166.18,136,1997,26800,4.676,1580,"0","0","1","0","0","1","5+","passenger cars","1","0","4","1"
309.98,253.05,109,1997,17280,4.108,1265,"1","0","6+","0","1","2","2 - 4","vans","0","0","5","1"
380.18,74.17,80,1910,16000,4.253,1380,"1","0","1","0","1","1","5+","passenger cars","0","1","5","1"
458.36,560.55,150,1968,28874.68,4.255,1354,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","5","1"
263.02,120.03,70,1422,13875,3.916,1089,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
410.74,150.25,48,806,7999,3.435,228,"0","0","2","1","1","1","1","motorbikes","0","0","0","0"
406.89,4342.22,71,1997,21665,4.342,1392,"1","1","2","1","1","3","2 - 4","passenger cars","0","0","3","1"
296.21,106.68,110,1560,21610,4.276,1322,"0","0","2","0","0","2","5+","passenger cars","1","0","5","1"
814.65,4829.69,115,2993,55100,4.58,1570,"1","0","2","1","1","2","2 - 4","passenger cars","1","0","3","1"
242.19,882,105,898,10730,4.081,1023,"0","0","2","0","1","1","1","passenger cars","0","0","5","1"
354.97,348.77,70,1248,13390,4.159,1295,"0","1","1","0","1","2","2 - 4","vans","1","0","5","1"
337.69,3385.78,68,1399,13550,3.916,1077,"0","1","2","0","1","1","1","passenger cars","1","0","5","1"
114.32,167.67,12,49,2399,2.95,90,"1","0","3","1","0","2","5+","motorbikes","1","0","0","0"
336.19,56.85,120,1870,20645,4.209,1250,"0","0","2","0","0","1","5+","passenger cars","1","0","3","1"
162.09,372.65,100,1870,22193,4.782,1780,"0","0","2","0","0","2","2 - 4","vans","0","0","5","1"
363.91,530.06,120,1910,21950,4.336,1320,"1","1","1","0","1","1","1","passenger cars","1","0","5","1"
579.26,406.05,65,2993,52152.79,4.624,1540,"0","0","2","0","1","3","5+","passenger cars","0","0","5","1"
306.34,78.36,90,1498,12590,4.184,1190,"0","0","1","0","0","2","2 - 4","passenger cars","0","0","3","0"
256.94,105.02,115,1461,17195,4.209,1195,"0","0","2","0","1","2","5+","passenger cars","1","0","5","1"
368.56,67.11,68,1399,14590,3.95,1141,"1","1","1","0","0","1","1","passenger cars","0","0","5","1"
493.12,8430.06,143,1995,25950,4.239,1310,"1","1","1","0","1","1","1","passenger cars","0","0","3","1"
214.36,49.95,105,1461,19670,4.209,1205,"0","1","1","0","1","1","1","passenger cars","0","0","5","1"
213.02,92.24,15,124,3195,4.137,162,"0","0","1","0","0","1","5+","motorbikes","0","0","0","0"
139.86,436.37,9,125,1849,2.09,122,"1","1","1","1","0","1","1","motorbikes","0","0","0","0"
362.57,2212.69,105,1598,22250,4.315,1365,"1","0","1","0","1","2","5+","passenger cars","0","0","5","1"
343.18,89.66,90,1560,17090,4.03,1189,"1","1","1","0","1","1","1","passenger cars","0","0","3","1"
365.21,51.95,60,1389,8810.84,4.066,780,"1","0","1","0","0","1","2 - 4","passenger cars","1","0","5","0"
330.78,54.89,70,1198,13940,3.97,992,"1","1","1","0","0","1","1","passenger cars","1","0","5","0"
319.99,6422.59,90,1997,19790,4.202,1243,"0","0","6+","0","0","4+","5+","passenger cars","0","0","5","1"
812.13,1497.65,90,2143,51149.99,4.656,1845,"0","0","6+","1","0","4+","5+","passenger cars","0","0","5","1"
194.61,128.07,90,1560,22850,4.276,1290,"0","0","6+","1","0","3","5+","passenger cars","0","0","5","1"
388.01,59.24,50,999,7885.28,3.551,939,"0","1","1","1","0","1","1","passenger cars","0","0","3","0"
429.08,74.03,120,1896,22060.88,4.89,1790,"1","0","2","0","1","1","1","vans","0","0","3","1"
158.18,56.85,15,125,3079,3.68,150,"1","1","1","0","0","1","1","motorbikes","1","0","0","0"
224.92,181.98,55,1870,12400,3.995,1060,"0","0","1","0","0","1","2 - 4","vans","0","0","4","1"
432.42,231.9,90,1598,15415.96,3.931,1010,"0","0","1","0","0","1","2 - 4","passenger cars","0","1","2","0"
235.19,882,68,1399,14590,3.95,1141,"0","0","2","0","0","1","2 - 4","passenger cars","0","0","5","1"
252.12,1928.93,100,1997,29100,4.676,1580,"0","0","2","0","0","2","2 - 4","passenger cars","0","0","4","0"
267.94,91.95,70,1323,11268.98,4.07,950,"1","0","6+","1","0","1","2 - 4","passenger cars","0","0","5","1"
363.5,92.52,109,1597,14869.04,4.4,1165,"1","0","2","0","0","1","1","passenger cars","1","0","5","1"
382.6,138.48,110,1598,19520,4.22,1250,"1","0","1","0","1","2","2 - 4","passenger cars","0","0","5","0"
351.12,1647.83,193,1390,11625,3.953,1034,"1","0","3","0","1","3","2 - 4","passenger cars","0","1","2","0"
299.09,221.45,71,1905,13498.73,4.11,1155,"1","0","3","1","1","4+","5+","vans","0","0","4","1"
311.77,4145.64,90,1997,19690,4.419,1390,"1","1","2","0","1","2","2 - 4","passenger cars","0","0","5","1"
460.13,59.24,110,1686,20455,4.419,1428,"0","0","2","1","1","1","2 - 4","passenger cars","1","0","5","1"
259.18,163.35,120,1968,28110,4.666,1565,"0","1","2","0","1","1","1","passenger cars","0","0","5","1"
403.94,49.95,69,1242,15490,4.065,1030,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
165.08,59.71,15,125,3499,3.48,189,"1","0","1","0","0","1","1","motorbikes","0","0","0","0"
836.9,970.14,102,1595,19780,4.199,1115,"1","0","1","0","1","2","2 - 4","passenger cars","0","0","3","0"
483.48,155.03,100,1596,17035,4.488,1286,"1","0","1","0","1","1","1","passenger cars","0","0","4","0"
315.51,87.84,92,1560,20290,4.274,1182,"1","0","1","0","0","1","5+","passenger cars","0","0","3","1"
977.75,1112.04,110,1461,27400,4.394,1379,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
376.69,103.9,115,1910,18710,4.253,1320,"1","1","1","0","1","2","2 - 4","passenger cars","0","0","5","1"
231.27,86.87,71,1868,17630,4.137,1267,"0","1","2","0","1","1","1","vans","0","0","5","1"
438.95,60.62,100,1686,20670,4.249,1305,"1","0","1","0","1","1","5+","passenger cars","0","0","5","1"
404.79,73.97,75,1461,10330,4.069,1085,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
533.59,5077.56,100,1560,20240,4.159,1235,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
427.29,64.21,86,2463,27495,4.899,1825,"1","0","2","0","0","1","5+","vans","1","0","5","1"
541.16,172.51,69,1242,10150,3.62,865,"0","1","1","0","1","1","1","passenger cars","0","0","3","0"
432.12,193.06,106,2286,28721.2,5.014,1660,"0","0","2","0","0","1","5+","vans","1","0","2","1"
572.74,78.41,120,1870,24735,4.355,1425,"1","0","1","0","1","1","2 - 4","passenger cars","0","0","2","1"
352.75,1542.13,90,1870,22110,4.259,1430,"0","0","4","0","1","2","5+","passenger cars","1","0","5","1"
251.68,182.08,105,1910,14746.6,4.159,1320,"1","1","1","0","0","1","1","vans","1","0","5","1"
367.23,51.95,75,1870,14550,3.995,1110,"1","0","2","1","0","2","2 - 4","vans","1","0","4","1"
422.91,150.25,130,1995,20861.13,4.495,1445,"0","1","2","0","1","1","1","passenger cars","0","1","5","1"
321,11493.61,70,1896,23108.92,4.152,1260,"0","0","4","0","1","4+","5+","passenger cars","0","0","3","1"
282.05,1172.91,70,1997,18901.83,4.524,1290,"0","0","4","0","1","4+","5+","passenger cars","0","0","3","1"
558.93,4193.33,170,1995,36500,4.58,1360,"0","1","1","0","1","2","2 - 4","passenger cars","0","0","2","0"
370.41,156.13,125,1995,26500,4.782,1893,"0","0","6+","0","1","1","5+","vans","0","0","2","1"
291.15,731.99,115,1753,19670,4.174,1218,"0","0","1","0","1","2","5+","passenger cars","0","0","5","1"
227.37,135.03,70,1422,13018,3.953,1106,"0","0","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
141.88,387.69,98,600,7699,2.09,187,"0","0","3","0","0","3","5+","motorbikes","1","0","0","0"
251.89,4992.28,120,1596,17240,4.182,1195,"0","1","3","0","0","1","1","passenger cars","0","1","5","0"
227.95,948.83,79,2299,16741.91,4.66,1600,"1","0","2","0","1","3","2 - 4","vans","0","0","4","1"
504.77,127.73,90,1248,20060,4.29,1245,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","3","1"
282.49,788.21,75,1390,13411,3.953,1057,"0","0","2","1","0","3","5+","passenger cars","1","0","3","0"
429.81,826,75,1461,10330,4.057,1033,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
349.62,51.95,105,1594,14625,4.184,1197,"1","1","1","0","0","1","1","passenger cars","0","0","5","0"
342.02,268.25,75,1997,17205,4.188,1200,"0","0","3","0","0","2","5+","passenger cars","0","0","4","1"
301.72,157.28,100,2178,22660,5.599,1865,"0","1","1","0","1","1","1","vans","0","0","5","1"
979.34,51.95,140,1968,22519,4.315,1315,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
451.53,147.9,110,1870,10637.91,3.71,995,"0","0","4","1","1","4+","5+","passenger cars","0","0","4","1"
321.89,326.24,100,1896,19680,4.149,1210,"0","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
359.48,3899.63,100,1753,20205,4.342,1415,"0","0","6+","0","1","2","5+","passenger cars","0","0","3","1"
347.52,882,100,1686,22110,4.249,1305,"0","0","6+","0","1","2","5+","passenger cars","0","1","3","1"
752.39,150.25,100,1686,19620,4.042,1451,"0","0","6+","0","1","1","5+","passenger cars","0","1","3","1"
766.84,139.4,150,1991,30170.81,4.47,1440,"0","1","1","0","1","2","2 - 4","passenger cars","0","0","4","0"
266.94,51.95,92,1560,19450,4.329,1205,"1","0","2","0","1","1","1","passenger cars","0","0","5","1"
345.19,85.12,68,1461,19695,4.498,1240,"1","0","3","0","1","1","2 - 4","passenger cars","0","0","5","1"
528.61,820,75,1120,17715.01,4.05,1200,"0","1","1","0","1","1","1","passenger cars","0","0","5","1"
342.29,1913.05,65,1870,14965.2,4.129,1110,"1","0","1","0","1","1","1","passenger cars","1","0","5","1"
330.48,1838.26,105,1896,24235,4.204,1301,"1","1","1","0","0","1","2 - 4","passenger cars","1","0","5","1"
388.47,437.7,100,1598,18028.53,4.252,1130,"1","0","1","0","1","1","2 - 4","passenger cars","1","0","4","0"
221.71,515.19,105,1594,14625,4.184,1197,"1","1","2","0","0","4+","2 - 4","passenger cars","0","0","5","0"
280.43,1180.43,105,2461,20743.85,4.707,1610,"1","1","2","0","0","4+","2 - 4","vans","0","0","5","0"
306.9,3158.87,110,1461,23600,4.302,1290,"1","1","1","0","1","1","1","passenger cars","0","0","5","1"
498.01,137.57,110,1896,27003.47,4.478,1390,"1","1","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
244.67,1764,90,1753,17180,4.174,1211,"1","0","5","0","0","2","2 - 4","passenger cars","0","1","3","0"
245.38,54.89,130,1870,22417.75,4.483,1395,"1","1","2","0","1","1","1","passenger cars","0","0","3","0"
217.55,121.1,105,1461,20700,4.209,1205,"1","0","2","0","0","1","5+","passenger cars","0","0","5","1"
452,51.95,224,2987,61250,4.781,2110,"0","0","1","0","0","1","5+","passenger cars","0","0","5","1"
376.93,948.21,68,1461,14700,4.027,1155,"1","0","2","0","1","1","2 - 4","passenger cars","0","1","3","1"
333.59,176.49,82,2148,19859.2,4.66,1625,"1","0","4","0","0","3","2 - 4","vans","1","0","4","1"
301.84,90.26,100,1896,14873.3,3.953,1165,"1","0","1","0","0","1","1","passenger cars","1","0","5","1"
343.38,310.26,83,1399,10400,3.88,995,"1","0","1","0","1","1","2 - 4","passenger cars","1","0","5","0"
259.94,198.86,90,1360,15145,3.85,1089,"0","0","2","0","1","3","5+","passenger cars","0","0","5","0"
272.54,66,120,1870,24810,4.493,1530,"0","1","1","0","0","1","1","passenger cars","0","0","5","1"
257.86,66.06,110,1896,24130.64,4.795,1490,"0","1","1","0","0","1","1","passenger cars","0","0","4","1"
267.54,303.08,102,1595,16900,4.315,1205,"0","0","2","0","1","1","2 - 4","passenger cars","0","0","5","0"
441.13,412.27,60,1149,11100,3.812,880,"0","1","1","0","1","2","2 - 4","passenger cars","0","0","3","0"
714.17,216.1,70,1498,29250,4.648,1279,"0","0","2","1","1","1","2 - 4","passenger cars","0","0","5","1"
889.44,114.38,90,1598,15750,4.034,1095,"0","1","2","0","1","2","2 - 4","passenger cars","0","0","3","1"
224.04,375.88,71,1868,15780,4.137,1267,"1","0","1","0","0","3","5+","vans","0","0","5","1"
239.05,882,70,1299,10289.33,3.828,958,"0","0","3","0","1","1","5+","passenger cars","0","0","3","1"
323.03,882,90,1870,23145,4.209,1270,"1","0","2","0","0","1","2 - 4","passenger cars","0","1","5","1"
387.37,229.17,169,1998,19340,3.71,1035,"0","0","1","0","0","1","2 - 4","passenger cars","0","0","3","0"
263.22,79.28,100,2172,26896,4.317,1475,"0","1","4","0","0","1","2 - 4","passenger cars","0","0","3","1"
238.45,882,90,1560,18090,4.342,1357,"1","1","1","0","0","1","1","passenger cars","1","0","5","1"
377.56,970,82,1998,24810,4.731,1418,"1","1","2","0","1","1","1","passenger cars","1","0","5","1"
237.15,625.47,85,1461,18020,4.295,1215,"1","1","1","0","0","1","1","passenger cars","0","1","5","1"
180.09,722.11,130,998,12500,3.44,850,"0","0","2","0","0","1","2 - 4","passenger cars","0","0","5","1"
284.71,165.97,155,2198,30790,4.731,1420,"0","0","1","0","1","1","2 - 4","passenger cars","0","0","5","1"
251,2051.87,90,1753,16440,4.382,1280,"0","0","1","0","1","3","5+","passenger cars","0","0","4","1"
286.5,53.14,150,1995,31200,4.471,1415,"1","1","1","0","0","1","1","passenger cars","1","0","4","1"
318.26,75.14,90,1997,17901,4.137,1295,"0","0","1","0","0","1","2 - 4","vans","1","0","5","1"
389.55,480.74,101,1594,12742,4.525,1217,"0","1","1","0","0","1","1","passenger cars","0","0","5","0"
324.46,876.17,90,1598,17338.1,4.061,1095,"1","1","1","0","0","1","1","passenger cars","1","1","5","1"
272.48,145.5,90,1997,19690,4.419,1390,"0","0","1","0","0","2","2 - 4","passenger cars","0","0","5","1"
193.77,1232.56,140,1997,29190,4.768,1668,"0","0","2","0","1","2","2 - 4","passenger cars","0","0","5","1"
246.14,115.53,90,1124,10038.52,3.72,825,"1","0","3","0","1","1","1","passenger cars","0","1","5","1"
475.25,882,80,1240,12850,3.715,975,"0","1","1","0","1","1","1","passenger cars","0","0","3","0"
351.98,79.25,120,1870,23060,5.182,1808,"0","0","6+","1","0","2","5+","vans","0","0","5","1"
309.24,149.25,90,1896,12260.65,4.207,1135,"0","0","4","0","1","1","2 - 4","vans","0","0","6","1"
658.75,3697.41,140,1997,22800,4.315,1356,"0","0","1","0","0","2","5+","passenger cars","1","0","5","0"
301.55,4118.82,115,1598,20950,4.206,1318,"1","1","1","1","0","1","1","passenger cars","0","0","5","0"
258.34,49.95,80,1388,12060,3.916,1029,"1","1","1","0","1","1","1","passenger cars","1","0","3","0"
405.02,129.95,102,1596,17723.85,4.21,1250,"1","0","1","0","1","1","5+","passenger cars","1","0","3","0"
129.41,515.29,15,124,3020,3.23,162,"0","0","1","0","0","1","2 - 4","motorbikes","0","0","0","0"
309.21,143.18,70,1867,12660,3.835,1084,"0","0","1","0","1","1","2 - 4","passenger cars","0","1","5","1"
316.69,406.89,90,1997,20000,4.6,1405,"1","1","1","0","0","1","1","passenger cars","0","1","4","1"
378.25,386.32,90,1868,12620,3.822,1010,"1","0","2","0","1","3","2 - 4","passenger cars","1","1","5","1"
309.21,125.76,110,1493,16350,4.045,1035,"1","0","1","0","1","2","2 - 4","passenger cars","0","0","3","1"
